product_name,product_type,clean_ingreds,ingredients_list,num_ingredients,price_idr,price_category,ingreds_text,ingredients_str,cluster,cluster_label
CeraVe Moisturising Cream 50ml,Moisturiser,"['glycerin', 'cetearyl alcohol', 'capric triglyceride', 'behentrimonium methosulfate', 'cetearyl alcohol', 'cetyl alcohol', 'ceramide 3', 'ceramide 6 ii', 'ceramide 1', 'sodium hyaluronate', 'cholesterol', 'petrolatum', 'dimethicon', 'potassium phosphate', 'dipotassium phosphate', 'sodium lauroyl', 'disodium edta', 'phenoxyethanol', 'methylparaben', 'propylparaben', 'phytosphingosine', 'carbomer', 'xanthan gum']","['glycerin', 'cetearyl alcohol', 'capric triglyceride', 'behentrimonium methosulfate', 'cetearyl alcohol', 'cetyl alcohol', 'ceramide 3', 'ceramide 6 ii', 'ceramide 1', 'sodium hyaluronate', 'cholesterol', 'petrolatum', 'dimethicon', 'potassium phosphate', 'dipotassium phosphate', 'sodium lauroyl', 'disodium edta', 'phenoxyethanol', 'methylparaben', 'propylparaben', 'phytosphingosine', 'carbomer', 'xanthan gum']",23,80000.0,Low,glycerin cetearyl alcohol capric triglyceride behentrimonium methosulfate cetearyl alcohol cetyl alcohol ceramide 3 ceramide 6 ii ceramide 1 sodium hyaluronate cholesterol petrolatum dimethicon potassium phosphate dipotassium phosphate sodium lauroyl disodium edta phenoxyethanol methylparaben propylparaben phytosphingosine carbomer xanthan gum,glycerin cetearyl_alcohol capric_triglyceride behentrimonium_methosulfate cetearyl_alcohol cetyl_alcohol ceramide_3 ceramide_6_ii ceramide_1 sodium_hyaluronate cholesterol petrolatum dimethicon potassium_phosphate dipotassium_phosphate sodium_lauroyl disodium_edta phenoxyethanol methylparaben propylparaben phytosphingosine carbomer xanthan_gum,1,Hydrating & Anti-Aging
CeraVe Moisturising Cream 340g,Moisturiser,"['glycerin', 'cetearyl alcohol', 'capric triglyceride', 'behentrimonium methosulfate', 'cetearyl alcohol', 'cetyl alcohol', 'ceramide 3', 'ceramide 6 ii', 'ceramide 1', 'sodium hyaluronate', 'cholesterol', 'petrolatum', 'dimethicon', 'potassium phosphate', 'dipotassium phosphate', 'sodium lauroyl', 'disodium edta', 'phenoxyethanol', 'methylparaben', 'propylparaben', 'phytosphingosine', 'carbomer', 'xanthan gum']","['glycerin', 'cetearyl alcohol', 'capric triglyceride', 'behentrimonium methosulfate', 'cetearyl alcohol', 'cetyl alcohol', 'ceramide 3', 'ceramide 6 ii', 'ceramide 1', 'sodium hyaluronate', 'cholesterol', 'petrolatum', 'dimethicon', 'potassium phosphate', 'dipotassium phosphate', 'sodium lauroyl', 'disodium edta', 'phenoxyethanol', 'methylparaben', 'propylparaben', 'phytosphingosine', 'carbomer', 'xanthan gum']",23,260000.0,Medium,glycerin cetearyl alcohol capric triglyceride behentrimonium methosulfate cetearyl alcohol cetyl alcohol ceramide 3 ceramide 6 ii ceramide 1 sodium hyaluronate cholesterol petrolatum dimethicon potassium phosphate dipotassium phosphate sodium lauroyl disodium edta phenoxyethanol methylparaben propylparaben phytosphingosine carbomer xanthan gum,glycerin cetearyl_alcohol capric_triglyceride behentrimonium_methosulfate cetearyl_alcohol cetyl_alcohol ceramide_3 ceramide_6_ii ceramide_1 sodium_hyaluronate cholesterol petrolatum dimethicon potassium_phosphate dipotassium_phosphate sodium_lauroyl disodium_edta phenoxyethanol methylparaben propylparaben phytosphingosine carbomer xanthan_gum,1,Hydrating & Anti-Aging
First Aid Beauty Ultra Repair Cream (56.7g),Moisturiser,"['colloidal oatmeal', 'stearic acid', 'glycerin', 'c12-15', 'capric triglyceride', 'glyceryl stearate', 'glyceryl stearate se', 'cetearyl alcohol', 'caprylyl glycol', 'phenoxyethanol', 'butyrospermum parkii', 'squalene', 'allantoin', 'sodium hydroxide', 'dimethicon', 'xanthan gum', 'disodium edta', 'chrysanthemum parthenium (feverfew) extract', 'camellia sinensis extract', 'butylene glycol', 'glycyrrhiza glabra root extract', 'eucalyptus globulus', 'ceramide 3']","['colloidal oatmeal', 'stearic acid', 'glycerin', 'c12-15', 'capric triglyceride', 'glyceryl stearate', 'glyceryl stearate se', 'cetearyl alcohol', 'caprylyl glycol', 'phenoxyethanol', 'butyrospermum parkii', 'squalene', 'allantoin', 'sodium hydroxide', 'dimethicon', 'xanthan gum', 'disodium edta', 'chrysanthemum parthenium (feverfew) extract', 'camellia sinensis extract', 'butylene glycol', 'glycyrrhiza glabra root extract', 'eucalyptus globulus', 'ceramide 3']",23,240000.0,Medium,colloidal oatmeal stearic acid glycerin c12-15 capric triglyceride glyceryl stearate glyceryl stearate se cetearyl alcohol caprylyl glycol phenoxyethanol butyrospermum parkii squalene allantoin sodium hydroxide dimethicon xanthan gum disodium edta chrysanthemum parthenium (feverfew) extract camellia sinensis extract butylene glycol glycyrrhiza glabra root extract eucalyptus globulus ceramide 3,colloidal_oatmeal stearic_acid glycerin c12-15 capric_triglyceride glyceryl_stearate glyceryl_stearate_se cetearyl_alcohol caprylyl_glycol phenoxyethanol butyrospermum_parkii squalene allantoin sodium_hydroxide dimethicon xanthan_gum disodium_edta chrysanthemum_parthenium_(feverfew)_extract camellia_sinensis_extract butylene_glycol glycyrrhiza_glabra_root_extract eucalyptus_globulus ceramide_3,1,Hydrating & Anti-Aging
Avène Antirougeurs Jour Redness Relief Moisturizing Protecting Cream (40ml),Moisturiser,"['ethylhexyl methoxycinnamate', 'c12-15', 'carthamus tinctorius extract', 'cyclomethicone', 'glycerin', 'capric triglyceride', 'octocrylene', 'bisethylhexyloxyphenol methoxyphenyl triazine', 'arachidyl alcohol', 'glyceryl stearate', 'peg-100 stearate', 'arachidyl glucoside', 'behenyl alcohol', 'bht', 'ci 42090', 'caprylyl glycol', 'dextran sulfate', 'disodium edta', 'parfum', 'hesperidin methyl chalcone', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate', 'isohexadecane', 'magnesium silicate', 'ci 77019', 'polysorbate 60', 'ruscus aculeatus root extract', 'sorbic acid', 'sorbitan isostearate', 'titanium dioxide', 'xanthan gum']","['ethylhexyl methoxycinnamate', 'c12-15', 'carthamus tinctorius extract', 'cyclomethicone', 'glycerin', 'capric triglyceride', 'octocrylene', 'bisethylhexyloxyphenol methoxyphenyl triazine', 'arachidyl alcohol', 'glyceryl stearate', 'peg-100 stearate', 'arachidyl glucoside', 'behenyl alcohol', 'bht', 'ci 42090', 'caprylyl glycol', 'dextran sulfate', 'disodium edta', 'parfum', 'hesperidin methyl chalcone', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate', 'isohexadecane', 'magnesium silicate', 'ci 77019', 'polysorbate 60', 'ruscus aculeatus root extract', 'sorbic acid', 'sorbitan isostearate', 'titanium dioxide', 'xanthan gum']",30,320000.0,Medium,ethylhexyl methoxycinnamate c12-15 carthamus tinctorius extract cyclomethicone glycerin capric triglyceride octocrylene bisethylhexyloxyphenol methoxyphenyl triazine arachidyl alcohol glyceryl stearate peg-100 stearate arachidyl glucoside behenyl alcohol bht ci 42090 caprylyl glycol dextran sulfate disodium edta parfum hesperidin methyl chalcone hydroxyethyl acrylate/sodium acryloyldimethyl taurate isohexadecane magnesium silicate ci 77019 polysorbate 60 ruscus aculeatus root extract sorbic acid sorbitan isostearate titanium dioxide xanthan gum,ethylhexyl_methoxycinnamate c12-15 carthamus_tinctorius_extract cyclomethicone glycerin capric_triglyceride octocrylene bisethylhexyloxyphenol_methoxyphenyl_triazine arachidyl_alcohol glyceryl_stearate peg-100_stearate arachidyl_glucoside behenyl_alcohol bht ci_42090 caprylyl_glycol dextran_sulfate disodium_edta parfum hesperidin_methyl_chalcone hydroxyethyl_acrylate/sodium_acryloyldimethyl_taurate isohexadecane magnesium_silicate ci_77019 polysorbate_60 ruscus_aculeatus_root_extract sorbic_acid sorbitan_isostearate titanium_dioxide xanthan_gum,1,Hydrating & Anti-Aging
Clinique Dramatically Different Moisturising Lotion+ 125ml with Pump,Moisturiser,"['paraffinum liquidum', 'glycerin', 'petrolatum', 'stearic acid', 'glyceryl stearate', 'sesamium indicum seed oil', 'urea', 'lanolin alcohol', 'triethanolamine', 'hordeum vulgare extract', 'cucumis sativus extract', 'helianthus annuus seed oil', 'propylene glycol dicoco-caprylate', 'sodium hyaluronate', 'butylene glycol', 'pentylene glycol', 'trisodium edta', 'phenoxyethanol', 'ci 15985', 'ci 19140', 'ci 17200']","['paraffinum liquidum', 'glycerin', 'petrolatum', 'stearic acid', 'glyceryl stearate', 'sesamium indicum seed oil', 'urea', 'lanolin alcohol', 'triethanolamine', 'hordeum vulgare extract', 'cucumis sativus extract', 'helianthus annuus seed oil', 'propylene glycol dicoco-caprylate', 'sodium hyaluronate', 'butylene glycol', 'pentylene glycol', 'trisodium edta', 'phenoxyethanol', 'ci 15985', 'ci 19140', 'ci 17200']",21,600000.0,High,paraffinum liquidum glycerin petrolatum stearic acid glyceryl stearate sesamium indicum seed oil urea lanolin alcohol triethanolamine hordeum vulgare extract cucumis sativus extract helianthus annuus seed oil propylene glycol dicoco-caprylate sodium hyaluronate butylene glycol pentylene glycol trisodium edta phenoxyethanol ci 15985 ci 19140 ci 17200,paraffinum_liquidum glycerin petrolatum stearic_acid glyceryl_stearate sesamium_indicum_seed_oil urea lanolin_alcohol triethanolamine hordeum_vulgare_extract cucumis_sativus_extract helianthus_annuus_seed_oil propylene_glycol_dicoco-caprylate sodium_hyaluronate butylene_glycol pentylene_glycol trisodium_edta phenoxyethanol ci_15985 ci_19140 ci_17200,1,Hydrating & Anti-Aging
First Aid Beauty Ultra Repair Cream (170g),Moisturiser,"['colloidal oatmeal', 'stearic acid', 'glycerin', 'c12-15', 'capric triglyceride', 'glyceryl stearate', 'glyceryl stearate se', 'cetearyl alcohol', 'caprylyl glycol', 'phenoxyethanol', 'butyrospermum parkii', 'squalene', 'allantoin', 'sodium hydroxide', 'dimethicon', 'xanthan gum', 'disodium edta', 'chrysanthemum parthenium (feverfew) extract', 'camellia sinensis extract', 'butylene glycol', 'glycyrrhiza glabra root extract', 'eucalyptus globulus', 'ceramide 3']","['colloidal oatmeal', 'stearic acid', 'glycerin', 'c12-15', 'capric triglyceride', 'glyceryl stearate', 'glyceryl stearate se', 'cetearyl alcohol', 'caprylyl glycol', 'phenoxyethanol', 'butyrospermum parkii', 'squalene', 'allantoin', 'sodium hydroxide', 'dimethicon', 'xanthan gum', 'disodium edta', 'chrysanthemum parthenium (feverfew) extract', 'camellia sinensis extract', 'butylene glycol', 'glycyrrhiza glabra root extract', 'eucalyptus globulus', 'ceramide 3']",23,500000.0,Medium,colloidal oatmeal stearic acid glycerin c12-15 capric triglyceride glyceryl stearate glyceryl stearate se cetearyl alcohol caprylyl glycol phenoxyethanol butyrospermum parkii squalene allantoin sodium hydroxide dimethicon xanthan gum disodium edta chrysanthemum parthenium (feverfew) extract camellia sinensis extract butylene glycol glycyrrhiza glabra root extract eucalyptus globulus ceramide 3,colloidal_oatmeal stearic_acid glycerin c12-15 capric_triglyceride glyceryl_stearate glyceryl_stearate_se cetearyl_alcohol caprylyl_glycol phenoxyethanol butyrospermum_parkii squalene allantoin sodium_hydroxide dimethicon xanthan_gum disodium_edta chrysanthemum_parthenium_(feverfew)_extract camellia_sinensis_extract butylene_glycol glycyrrhiza_glabra_root_extract eucalyptus_globulus ceramide_3,1,Hydrating & Anti-Aging
Weleda Skin Food (75ml),Moisturiser,"['helianthus annuus seed oil', 'lanolin', 'prunus amygdalus dulcis', 'cera alba', 'alcohol', 'polyglyceryl-3 polyricinoleate', 'glycerin', 'limonene', 'viola tricolor extract', 'parfum', 'hydrolyzed cera alba', 'sobitan olivate', 'rosmarinus officinalis extract', 'chamomilla recutita flower oil', 'calendula officinalis extract', 'arganine', 'zinc sulfate', 'linalool', 'geraniol', 'citral', 'coumarin']","['helianthus annuus seed oil', 'lanolin', 'prunus amygdalus dulcis', 'cera alba', 'alcohol', 'polyglyceryl-3 polyricinoleate', 'glycerin', 'limonene', 'viola tricolor extract', 'parfum', 'hydrolyzed cera alba', 'sobitan olivate', 'rosmarinus officinalis extract', 'chamomilla recutita flower oil', 'calendula officinalis extract', 'arganine', 'zinc sulfate', 'linalool', 'geraniol', 'citral', 'coumarin']",21,259000.0,Medium,helianthus annuus seed oil lanolin prunus amygdalus dulcis cera alba alcohol polyglyceryl-3 polyricinoleate glycerin limonene viola tricolor extract parfum hydrolyzed cera alba sobitan olivate rosmarinus officinalis extract chamomilla recutita flower oil calendula officinalis extract arganine zinc sulfate linalool geraniol citral coumarin,helianthus_annuus_seed_oil lanolin prunus_amygdalus_dulcis cera_alba alcohol polyglyceryl-3_polyricinoleate glycerin limonene viola_tricolor_extract parfum hydrolyzed_cera_alba sobitan_olivate rosmarinus_officinalis_extract chamomilla_recutita_flower_oil calendula_officinalis_extract arganine zinc_sulfate linalool geraniol citral coumarin,0,Exfoliating & Brightening
Neutrogena Hydro Boost City Shield SPF Moisturiser,Moisturiser,"['glycerin', 'homosalate', 'caprylyl methicone', 'ethylhexyl salicylate', 'butyl methoxydibenzoylmethane', 'phenylbenzimidazole sulfonic acid', 'octocrylene', 'sodium acryloyldimethyltaurate/vp crosspolymer', 'silica', 'sodium hyaluronate', 'tocopheryl acetate', 'dicaprylyl carbonate', 'glyceryl stearate', 'steareth-21', 'sodium polyacrylate', 'disodium edta', 'sodium hydroxide', 'sodium ascorbyl phosphate', 'tocopherol', 'benzyl alcohol', 'chlorphenesin', 'phenoxyethanol', 'parfum', 'ci 16035', 'ci 42090']","['glycerin', 'homosalate', 'caprylyl methicone', 'ethylhexyl salicylate', 'butyl methoxydibenzoylmethane', 'phenylbenzimidazole sulfonic acid', 'octocrylene', 'sodium acryloyldimethyltaurate/vp crosspolymer', 'silica', 'sodium hyaluronate', 'tocopheryl acetate', 'dicaprylyl carbonate', 'glyceryl stearate', 'steareth-21', 'sodium polyacrylate', 'disodium edta', 'sodium hydroxide', 'sodium ascorbyl phosphate', 'tocopherol', 'benzyl alcohol', 'chlorphenesin', 'phenoxyethanol', 'parfum', 'ci 16035', 'ci 42090']",25,259800.0,Medium,glycerin homosalate caprylyl methicone ethylhexyl salicylate butyl methoxydibenzoylmethane phenylbenzimidazole sulfonic acid octocrylene sodium acryloyldimethyltaurate/vp crosspolymer silica sodium hyaluronate tocopheryl acetate dicaprylyl carbonate glyceryl stearate steareth-21 sodium polyacrylate disodium edta sodium hydroxide sodium ascorbyl phosphate tocopherol benzyl alcohol chlorphenesin phenoxyethanol parfum ci 16035 ci 42090,glycerin homosalate caprylyl_methicone ethylhexyl_salicylate butyl_methoxydibenzoylmethane phenylbenzimidazole_sulfonic_acid octocrylene sodium_acryloyldimethyltaurate/vp_crosspolymer silica sodium_hyaluronate tocopheryl_acetate dicaprylyl_carbonate glyceryl_stearate steareth-21 sodium_polyacrylate disodium_edta sodium_hydroxide sodium_ascorbyl_phosphate tocopherol benzyl_alcohol chlorphenesin phenoxyethanol parfum ci_16035 ci_42090,1,Hydrating & Anti-Aging
Egyptian Magic All Purpose Skin Cream 118ml/4oz,Moisturiser,"['olea europaea fruit oil', 'cera alba', 'mel', 'bee pollen', 'royal jelly', 'propolis extract']","['olea europaea fruit oil', 'cera alba', 'mel', 'bee pollen', 'royal jelly', 'propolis extract']",6,600000.0,High,olea europaea fruit oil cera alba mel bee pollen royal jelly propolis extract,olea_europaea_fruit_oil cera_alba mel bee_pollen royal_jelly propolis_extract,0,Exfoliating & Brightening
JASON Aloe Vera 98% Moisturising Gel Tube 113g,Moisturiser,"['aloe barbadenis extract', 'glycerin', 'allantoin', 'polysorbate-20', 'panthenol', 'potassium carbomer', 'arganine', 'menthol', 'benzyl alcohol', 'potassium sorbate', 'sodium benzoate', 'chlorophyllin-copper complex', 'parfum']","['aloe barbadenis extract', 'glycerin', 'allantoin', 'polysorbate-20', 'panthenol', 'potassium carbomer', 'arganine', 'menthol', 'benzyl alcohol', 'potassium sorbate', 'sodium benzoate', 'chlorophyllin-copper complex', 'parfum']",13,59800.00000000001,Low,aloe barbadenis extract glycerin allantoin polysorbate-20 panthenol potassium carbomer arganine menthol benzyl alcohol potassium sorbate sodium benzoate chlorophyllin-copper complex parfum,aloe_barbadenis_extract glycerin allantoin polysorbate-20 panthenol potassium_carbomer arganine menthol benzyl_alcohol potassium_sorbate sodium_benzoate chlorophyllin-copper_complex parfum,1,Hydrating & Anti-Aging
CeraVe Moisturising Cream 177ml,Moisturiser,"['glycerin', 'cetearyl alcohol', 'capric triglyceride', 'behentrimonium methosulfate', 'cetearyl alcohol', 'cetyl alcohol', 'ceramide 3', 'ceramide 6 ii', 'ceramide 1', 'sodium hyaluronate', 'cholesterol', 'petrolatum', 'dimethicon', 'potassium phosphate', 'dipotassium phosphate', 'sodium lauroyl', 'disodium edta', 'phenoxyethanol', 'methylparaben', 'propylparaben', 'phytosphingosine', 'carbomer', 'xanthan gum']","['glycerin', 'cetearyl alcohol', 'capric triglyceride', 'behentrimonium methosulfate', 'cetearyl alcohol', 'cetyl alcohol', 'ceramide 3', 'ceramide 6 ii', 'ceramide 1', 'sodium hyaluronate', 'cholesterol', 'petrolatum', 'dimethicon', 'potassium phosphate', 'dipotassium phosphate', 'sodium lauroyl', 'disodium edta', 'phenoxyethanol', 'methylparaben', 'propylparaben', 'phytosphingosine', 'carbomer', 'xanthan gum']",23,180000.0,Medium,glycerin cetearyl alcohol capric triglyceride behentrimonium methosulfate cetearyl alcohol cetyl alcohol ceramide 3 ceramide 6 ii ceramide 1 sodium hyaluronate cholesterol petrolatum dimethicon potassium phosphate dipotassium phosphate sodium lauroyl disodium edta phenoxyethanol methylparaben propylparaben phytosphingosine carbomer xanthan gum,glycerin cetearyl_alcohol capric_triglyceride behentrimonium_methosulfate cetearyl_alcohol cetyl_alcohol ceramide_3 ceramide_6_ii ceramide_1 sodium_hyaluronate cholesterol petrolatum dimethicon potassium_phosphate dipotassium_phosphate sodium_lauroyl disodium_edta phenoxyethanol methylparaben propylparaben phytosphingosine carbomer xanthan_gum,1,Hydrating & Anti-Aging
Embryolisse Lait-Crème Concentré (75ml),Moisturiser,"['paraffinum liquidum', 'stearic acid', 'glyceryl stearate', 'triethanolamine', 'cera alba', 'cetyl palmitate', 'butyrospermum parkii', 'steareth-10', 'polyacrylamide c13-14 isoparaffin', 'laureth-7', 'propylene glycol', 'hydrolyzed soy protein', 'aloe barbadenis extract', '1,2-hexanediol', 'caprylyl glycol', 'tropolone', 'parfum']","['paraffinum liquidum', 'stearic acid', 'glyceryl stearate', 'triethanolamine', 'cera alba', 'cetyl palmitate', 'butyrospermum parkii', 'steareth-10', 'polyacrylamide c13-14 isoparaffin', 'laureth-7', 'propylene glycol', 'hydrolyzed soy protein', 'aloe barbadenis extract', '1,2-hexanediol', 'caprylyl glycol', 'tropolone', 'parfum']",17,400000.0,Medium,"paraffinum liquidum stearic acid glyceryl stearate triethanolamine cera alba cetyl palmitate butyrospermum parkii steareth-10 polyacrylamide c13-14 isoparaffin laureth-7 propylene glycol hydrolyzed soy protein aloe barbadenis extract 1,2-hexanediol caprylyl glycol tropolone parfum","paraffinum_liquidum stearic_acid glyceryl_stearate triethanolamine cera_alba cetyl_palmitate butyrospermum_parkii steareth-10 polyacrylamide_c13-14_isoparaffin laureth-7 propylene_glycol hydrolyzed_soy_protein aloe_barbadenis_extract 1,2-hexanediol caprylyl_glycol tropolone parfum",1,Hydrating & Anti-Aging
La Roche-Posay Effaclar H Moisturiser 40ml,Moisturiser,"['squalene', 'glycerin', 'cyclohexasiloxane', 'propylene glycol', 'butyrospermum parkii', 'capric triglyceride', 'peg-100 stearate', 'glyceryl stearate', 'peg-20 stearate', 'bisabolol', 'tea-carbomer', 'ammonium polyacryloyldmethyl taurate', 'disodium edta', 'hydroxypalmitoyl sphinganine', 'tetrasodium edta', 'xanthan gum', 'cetyl alcohol', 'stearyl alcohol', 'myristyl alcohol', 't-butyl alcohol', 'citric acid', 'tocopherol', 'sodium benzoate', 'phenoxyethanol', 'methylparaben', 'propylparaben', 'parfum']","['squalene', 'glycerin', 'cyclohexasiloxane', 'propylene glycol', 'butyrospermum parkii', 'capric triglyceride', 'peg-100 stearate', 'glyceryl stearate', 'peg-20 stearate', 'bisabolol', 'tea-carbomer', 'ammonium polyacryloyldmethyl taurate', 'disodium edta', 'hydroxypalmitoyl sphinganine', 'tetrasodium edta', 'xanthan gum', 'cetyl alcohol', 'stearyl alcohol', 'myristyl alcohol', 't-butyl alcohol', 'citric acid', 'tocopherol', 'sodium benzoate', 'phenoxyethanol', 'methylparaben', 'propylparaben', 'parfum']",27,199800.0,Medium,squalene glycerin cyclohexasiloxane propylene glycol butyrospermum parkii capric triglyceride peg-100 stearate glyceryl stearate peg-20 stearate bisabolol tea-carbomer ammonium polyacryloyldmethyl taurate disodium edta hydroxypalmitoyl sphinganine tetrasodium edta xanthan gum cetyl alcohol stearyl alcohol myristyl alcohol t-butyl alcohol citric acid tocopherol sodium benzoate phenoxyethanol methylparaben propylparaben parfum,squalene glycerin cyclohexasiloxane propylene_glycol butyrospermum_parkii capric_triglyceride peg-100_stearate glyceryl_stearate peg-20_stearate bisabolol tea-carbomer ammonium_polyacryloyldmethyl_taurate disodium_edta hydroxypalmitoyl_sphinganine tetrasodium_edta xanthan_gum cetyl_alcohol stearyl_alcohol myristyl_alcohol t-butyl_alcohol citric_acid tocopherol sodium_benzoate phenoxyethanol methylparaben propylparaben parfum,1,Hydrating & Anti-Aging
Bulldog Original Moisturiser 100ml,Moisturiser,"['ethylhexyl palmitate', 'capric triglyceride', 'glycerin', 'sodium polyacrylate', 'sorbitan stearate', 'pentaerythrityl distearate', 'phenoxyethanol', 'tocopheryl acetate', 'sodium stearoyl glutamate', 'benzoic acid', 'carbomer', 'dehydroacetic acid', 'mannan', 'camellia sinensis extract', 'hydrolyzed algin', 'citrus aurantium bergamia', 'citrus limon juice extract', 'sodium hydroxide', 'ethylhexyl glycerin', 'artemisia vulgaris oil', 'maris aqua', 'polyaminopropyl biguanide', 'pelargonium graveolens extract', 'pogostemon cablin flower extract', 'chlorella vulgaris extract', 'citrus aurantifolia oil', 'evernia furfuracea (treemoss) extract', 'juniperus virginiana wood oil', 'vetiveria zizanoides root oil', 'citral', 'citronellol', 'geraniol', 'limonene', 'linalool']","['ethylhexyl palmitate', 'capric triglyceride', 'glycerin', 'sodium polyacrylate', 'sorbitan stearate', 'pentaerythrityl distearate', 'phenoxyethanol', 'tocopheryl acetate', 'sodium stearoyl glutamate', 'benzoic acid', 'carbomer', 'dehydroacetic acid', 'mannan', 'camellia sinensis extract', 'hydrolyzed algin', 'citrus aurantium bergamia', 'citrus limon juice extract', 'sodium hydroxide', 'ethylhexyl glycerin', 'artemisia vulgaris oil', 'maris aqua', 'polyaminopropyl biguanide', 'pelargonium graveolens extract', 'pogostemon cablin flower extract', 'chlorella vulgaris extract', 'citrus aurantifolia oil', 'evernia furfuracea (treemoss) extract', 'juniperus virginiana wood oil', 'vetiveria zizanoides root oil', 'citral', 'citronellol', 'geraniol', 'limonene', 'linalool']",34,90000.0,Low,ethylhexyl palmitate capric triglyceride glycerin sodium polyacrylate sorbitan stearate pentaerythrityl distearate phenoxyethanol tocopheryl acetate sodium stearoyl glutamate benzoic acid carbomer dehydroacetic acid mannan camellia sinensis extract hydrolyzed algin citrus aurantium bergamia citrus limon juice extract sodium hydroxide ethylhexyl glycerin artemisia vulgaris oil maris aqua polyaminopropyl biguanide pelargonium graveolens extract pogostemon cablin flower extract chlorella vulgaris extract citrus aurantifolia oil evernia furfuracea (treemoss) extract juniperus virginiana wood oil vetiveria zizanoides root oil citral citronellol geraniol limonene linalool,ethylhexyl_palmitate capric_triglyceride glycerin sodium_polyacrylate sorbitan_stearate pentaerythrityl_distearate phenoxyethanol tocopheryl_acetate sodium_stearoyl_glutamate benzoic_acid carbomer dehydroacetic_acid mannan camellia_sinensis_extract hydrolyzed_algin citrus_aurantium_bergamia citrus_limon_juice_extract sodium_hydroxide ethylhexyl_glycerin artemisia_vulgaris_oil maris_aqua polyaminopropyl_biguanide pelargonium_graveolens_extract pogostemon_cablin_flower_extract chlorella_vulgaris_extract citrus_aurantifolia_oil evernia_furfuracea_(treemoss)_extract juniperus_virginiana_wood_oil vetiveria_zizanoides_root_oil citral citronellol geraniol limonene linalool,0,Exfoliating & Brightening
